[2025-03-09 07:23:34] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-09 07:23:34] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-09 07:23:34] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-09 07:23:35] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-09 07:23:35] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-09 07:23:35] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-09 07:23:36] [class-ss-setup-task.php:33] Creating archive directory: E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014\
[2025-03-09 07:23:36] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/wordpress_nxt/
[2025-03-09 07:24:10] [class-ss-page.php:119] Checking Content Identical:9c12117a00066869df2e638982a22f5571902d3d===. Value: FALSE
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js
[2025-03-09 07:24:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:80; Total: 834
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421a112ce-iRr1ok.tmp
[2025-03-09 07:24:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?simply_static_page=1685
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?simply_static_page=1685
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:103] Filesize: 5350 bytes
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/webpack.runtime.min.js
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd421a112ce-iRr1ok.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:10] [class-ss-page.php:119] Checking Content Identical:93756297a1d306eac3d5bcedce0fb3f98eb8fab3===. Value: FALSE
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/js/wp-audio.c91cab3152c3f241f266.bundle.js
[2025-03-09 07:24:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:79; Total: 834
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421a15e22-Ic7bAN.tmp
[2025-03-09 07:24:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/js/wp-audio.c91cab3152c3f241f266.bundle.js?simply_static_page=1686
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/js/wp-audio.c91cab3152c3f241f266.bundle.js?simply_static_page=1686
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:103] Filesize: 797 bytes
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/wp-audio.c91cab3152c3f241f266.bundle.js
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd421a15e22-Ic7bAN.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/js/wp-audio.c91cab3152c3f241f266.bundle.js
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:10] [class-ss-page.php:119] Checking Content Identical:c4bd1569af5df1ea3b5e39058e9e3e576288f4eb===. Value: FALSE
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/js/wp-audio.c9624cb6e5dc9de86abd.bundle.min.js
[2025-03-09 07:24:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:78; Total: 834
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421a1a6db-jqZWTg.tmp
[2025-03-09 07:24:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/js/wp-audio.c9624cb6e5dc9de86abd.bundle.min.js?simply_static_page=1687
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/js/wp-audio.c9624cb6e5dc9de86abd.bundle.min.js?simply_static_page=1687
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:103] Filesize: 366 bytes
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/wp-audio.c9624cb6e5dc9de86abd.bundle.min.js
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd421a1a6db-jqZWTg.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/js/wp-audio.c9624cb6e5dc9de86abd.bundle.min.js
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:10] [class-ss-page.php:119] Checking Content Identical:ae782e97ee06b8280655ba059915458393d8cdd4===. Value: FALSE
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/announcement.png
[2025-03-09 07:24:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:77; Total: 834
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421a1ea8c-cJ9k9t.tmp
[2025-03-09 07:24:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/announcement.png?simply_static_page=1688
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/announcement.png?simply_static_page=1688
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:103] Filesize: 155343 bytes
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/announcement.png
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd421a1ea8c-cJ9k9t.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/images/announcement.png
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:10] [class-ss-page.php:119] Checking Content Identical:c3e980f3bbe40c8bee5b0d3704f013d3dfc800c4===. Value: FALSE
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/ai/product-image-unification-example.gif
[2025-03-09 07:24:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:76; Total: 834
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421a24e8f-FxlS0V.tmp
[2025-03-09 07:24:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/ai/product-image-unification-example.gif?simply_static_page=1689
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/ai/product-image-unification-example.gif?simply_static_page=1689
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:103] Filesize: 122369 bytes
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/gif
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/ai/product-image-unification-example.gif
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd421a24e8f-FxlS0V.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/images/app/ai/product-image-unification-example.gif
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:10] [class-ss-page.php:119] Checking Content Identical:c922547efe19fe346b085902d3fb2b4c74a19967===. Value: FALSE
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Canvas.svg
[2025-03-09 07:24:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:75; Total: 834
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421a299c7-NsM1be.tmp
[2025-03-09 07:24:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Canvas.svg?simply_static_page=1690
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Canvas.svg?simply_static_page=1690
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:103] Filesize: 9394 bytes
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Canvas.svg
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd421a299c7-NsM1be.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Canvas.svg
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:10] [class-ss-page.php:119] Checking Content Identical:2eeec4cc739afd8deaf2a911a36330b9be2ed2c2===. Value: FALSE
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Preview.jpg
[2025-03-09 07:24:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:74; Total: 834
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421a40e2f-ZMXmjf.tmp
[2025-03-09 07:24:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Preview.jpg?simply_static_page=1691
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Preview.jpg?simply_static_page=1691
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:103] Filesize: 17704 bytes
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Preview.jpg
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd421a40e2f-ZMXmjf.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Preview.jpg
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:10] [class-ss-page.php:119] Checking Content Identical:b4a0d05360f9ac8c3426956e423412070ca1afe3===. Value: FALSE
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg
[2025-03-09 07:24:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:73; Total: 834
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421a4ba2d-wEWG2i.tmp
[2025-03-09 07:24:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg?simply_static_page=1692
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg?simply_static_page=1692
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:103] Filesize: 16832 bytes
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd421a4ba2d-wEWG2i.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:10] [class-ss-page.php:119] Checking Content Identical:69155d8f65f1bdaafba292cb0fed9153a9f4c91e===. Value: FALSE
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg
[2025-03-09 07:24:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:72; Total: 834
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421a5e59d-I3Fjc2.tmp
[2025-03-09 07:24:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg?simply_static_page=1693
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg?simply_static_page=1693
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:103] Filesize: 18398 bytes
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd421a5e59d-I3Fjc2.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:10] [class-ss-page.php:119] Checking Content Identical:e91813a98192e260d49e6361f3ace4c7eb414c17===. Value: FALSE
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg
[2025-03-09 07:24:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:71; Total: 834
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421a7151c-dcScjk.tmp
[2025-03-09 07:24:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg?simply_static_page=1694
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg?simply_static_page=1694
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:103] Filesize: 14209 bytes
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd421a7151c-dcScjk.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:10] [class-ss-page.php:119] Checking Content Identical:2cd1ca54396ca1afa97363ddf2c18e38f79c3496===. Value: FALSE
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg
[2025-03-09 07:24:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:70; Total: 834
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421a86197-Lm9Fg4.tmp
[2025-03-09 07:24:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg?simply_static_page=1695
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg?simply_static_page=1695
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:103] Filesize: 9147 bytes
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd421a86197-Lm9Fg4.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:10] [class-ss-page.php:119] Checking Content Identical:86679d0b6b9b8175537123d6e5e40c216c7f2dac===. Value: FALSE
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg
[2025-03-09 07:24:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:69; Total: 834
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421aa0872-xgNXDW.tmp
[2025-03-09 07:24:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg?simply_static_page=1696
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg?simply_static_page=1696
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:103] Filesize: 16399 bytes
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd421aa0872-xgNXDW.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:10] [class-ss-page.php:119] Checking Content Identical:31785ce3a96e78bc0aff8a9ffb14a29d50e3639c===. Value: FALSE
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg
[2025-03-09 07:24:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:68; Total: 834
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421ab863e-zQmMtn.tmp
[2025-03-09 07:24:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg?simply_static_page=1697
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg?simply_static_page=1697
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:103] Filesize: 11549 bytes
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67cd421ab863e-zQmMtn.tmp to E:\Seenu\wampp\www\wordpress\wordpress_nxt/wp-content/uploads\simply-static\temp-files/simply-static-1-1741505014/wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-09 07:24:10] [class-ss-page.php:119] Checking Content Identical:9a203f86cf1396c2b739d79f49bb6c54404ae572===. Value: FALSE
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_nxt/wp-content/plugins/elementor/assets/images/app/site-editor/footer.svg
[2025-03-09 07:24:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:67; Total: 834
[2025-03-09 07:24:10] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-09 07:24:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67cd421acf0be-EueqUv.tmp
